"prof","slogan","politician","econ","name","race","sex","order","choice","sec","corrup","emp","id","age","sex_respondent","state","income","trust_civpol","trust_milpol","trust_congress","trust_minpub","trust_mayor","trust_vereadores","trust_army","legit_1","legit_2","legit_3","legit_4","legit_5","contact_civpol","contact_milpol","contact_guarda","contact_saude","contact_educ","crime_victim","problem_corruption","problem_health","problem_security","problem_inequality","problem_unemployment","problem_other","covid_eval","covid_contact","ideology_self","ideology_mayor","ideology_president","vote","pres_vote_2018","party_mayor","party_self","auth_1","auth_2","auth_3","auth_4","religion","race_respondent","city","cep","urban","education"
"captain","corruption","politician","right","Isabella Nunes","white","female",3,4,3,2,2,"R_2167GDf4CXyz6i6",6,2,16,3,4,4,1,4,2,1,4,2,2,4,3,4,1,1,1,5,1,1,3,4,5,1,2,"",2,NA,2,6,7,3,11,16,9,1,2,1,1,4,"4","Guarapuava","85030130",2,3
"police","jobs","politician","right","Bernardo Teixeira","pardo","male",3,1,2,2,1,"R_217E8uE7vr0AGa8",50,1,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,1,4,3,5,1,2,"",1,1,3,6,7,3,11,4,13,1,1,2,1,8,"2","Senador Elói de Souza","59250000",1,5
"doctor","jobs","novice","left","Olívia Mendes","black","female",3,1,1,1,1,"R_217e8W0Ls4Dxkb7",16,2,25,7,5,5,1,1,3,1,5,5,5,3,4,4,1,1,1,1,1,2,3,2,5,4,1,"",NA,1,NA,NA,NA,1,10,17,12,2,2,2,2,2,"1","Santos","1103-512 ",2,3
"office","generic","novice","left","Olívia Mendes","pardo","female",3,2,2,2,2,"R_21ddEHNgE69gtao",17,2,25,2,4,4,3,3,4,4,4,4,2,3,2,2,1,1,1,1,1,1,2,5,3,1,4,"",4,2,3,4,4,3,2,17,12,1,2,1,1,2,"1","Taboão da Serra","6787500",2,4
"captain","jobs","politician","right","Hector Amaral","white","male",3,3,3,3,4,"R_21nRXmsL7l8Hd0i",14,2,18,3,5,2,1,2,2,2,4,2,2,3,2,2,1,1,1,2,5,3,1,2,3,5,4,"",4,12,3,1,7,3,1,11,12,2,1,2,1,2,"4","Piripiri","64260000",2,5
"office","corruption","politician","right","Isabella Nunes","pardo","female",3,3,2,3,4,"R_21pjEBYgU1N7HH6",9,2,9,3,2,2,2,2,1,1,5,1,2,1,2,1,2,1,1,1,2,2,1,2,3,4,5,"",4,6,5,3,5,1,9,8,2,1,2,1,1,2,"4","Uruaçu ","76400000",2,5
"captain","corruption","novice","left","Bernardo Teixeira","white","male",3,3,3,3,3,"R_21v7AtPEcS1PQX2",22,2,6,2,3,3,3,3,3,3,3,3,3,2,2,3,1,1,1,1,1,1,1,2,3,4,5,"Nao",3,6,3,4,4,1,9,17,12,1,NA,NA,NA,4,"1","Fortaleza","60872690",2,3
"pastor","jobs","politician","right","Isabella Nunes","pardo","female",3,4,2,3,3,"R_21voIV5iqJZsVIt",9,1,13,1,4,4,1,1,1,1,2,2,3,4,4,3,1,2,2,3,1,1,1,2,4,5,3,"",2,12,5,2,7,2,1,4,12,1,2,2,1,4,"3","Belo Horizonte","",2,3
"captain","generic","novice","left","Nicolas Duarte","white","male",3,1,1,1,1,"R_22nqbtOWYOiR7SO",40,2,25,3,4,4,1,1,1,1,4,3,3,3,3,3,2,2,2,2,2,1,1,2,3,4,5,"",1,11,4,5,5,1,11,17,12,1,2,1,2,11,"1","Praia Grande","11703650",2,3
"office","generic","novice","left","Hector Amaral","black","male",3,1,3,3,3,"R_22Qi1NwvHG4S01L",20,2,16,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,4,5,"",2,NA,NA,NA,NA,1,1,17,13,2,NA,NA,NA,6,"3","curitba ","",2,3
"office","generic","novice","right","Isabella Nunes","pardo","female",3,4,2,3,4,"R_22S76hV6hz9LU04",4,2,5,1,3,3,1,NA,NA,2,3,1,2,2,4,5,1,3,2,3,4,1,5,3,4,2,1,"",3,3,4,2,1,2,10,17,2,1,2,1,1,2,"4","Feira de Santana ","44088654",2,3
"doctor","corruption","novice","right","Nicolas Duarte","white","male",3,4,3,3,3,"R_22tVTUuJ41WzVYS",44,1,5,1,4,4,4,4,2,3,4,2,4,1,2,3,1,1,1,2,2,1,1,2,3,4,5,"não",5,3,NA,NA,NA,3,1,5,12,1,2,1,2,1,"3","salvador","40353150",2,3
"office","jobs","novice","right","Isabella Nunes","pardo","female",3,4,2,3,2,"R_22ugs7fbMtaTxZS",32,2,13,3,4,4,1,3,4,2,2,2,2,2,2,2,1,4,4,5,5,1,2,3,5,4,1,"Educacao ",4,11,3,6,2,2,1,11,12,1,1,2,2,2,"3","Juiz de Fora","36020310",2,5
"pastor","jobs","politician","right","Hector Amaral","white","male",3,3,3,3,3,"R_22y6WJAZYDwOFh2",11,1,13,1,4,4,2,2,3,2,4,3,2,2,2,2,1,1,1,2,1,3,1,2,3,5,4,"",5,3,NA,NA,NA,1,9,17,12,1,2,1,2,1,"1","Fervedouro MG ","36815000",1,2
"professor","generic","novice","right","Cecilia Machado","pardo","female",3,1,1,5,1,"R_239MOK40f1u2zuo",46,1,14,3,4,4,1,4,1,1,5,2,2,2,1,1,1,1,1,1,1,2,1,2,3,5,4,"Não ",1,11,6,4,7,2,11,16,12,1,1,1,1,2,"4","Ananindeua ","67113420",2,3
"pastor","corruption","novice","right","Bernardo Teixeira","black","male",3,5,2,1,2,"R_23aDvvpXTFW3rCV",3,2,5,3,2,2,2,2,3,4,2,2,2,4,4,4,2,3,1,4,2,1,NA,NA,NA,NA,NA,"1",3,NA,4,5,6,2,9,17,13,NA,2,1,NA,8,"1","Salvador ","41925095",1,3
"police","jobs","politician","right","Hector Amaral","pardo","male",3,2,2,2,2,"R_23eNvfg7ceBdLbN",31,2,1,3,4,4,1,1,1,1,4,1,2,1,1,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,"Falta de apoio para empreendedores e empresarios. Altos impostos e tributos para empresarios . A solucao para o desmprefo é justamente a valorizacao da classe empreendedora. Estomudar o empreendedorismo e resuIr o deswmprefo. Sao empresas q geram emprego e renda e tira as pessoa sda miseria",1,12,3,7,7,2,1,5,12,1,2,1,2,2,"4","Acre","69900333",2,5
"professor","corruption","novice","right","Olívia Mendes","white","female",3,1,1,1,1,"R_23WArd0LX6hoD2C",38,1,25,3,5,5,1,1,2,1,NA,5,5,5,3,5,1,1,1,1,1,5,1,2,3,5,4,"Saneamento Básico",5,12,6,1,7,2,1,11,12,1,2,1,2,2,"1","Diadema","9942210",2,3
"captain","corruption","politician","right","Cecilia Machado","pardo","female",3,1,5,3,3,"R_240qVyQX1xp5QqA",48,1,5,5,2,2,1,4,2,1,1,2,2,2,1,2,1,1,1,2,5,2,5,1,2,4,3,"Sustentabilidade ",4,8,1,5,7,2,3,5,14,1,2,1,2,2,"3","Salvador ","41195-430 ",2,5
"police","jobs","politician","right","Nicolas Duarte","black","male",3,1,2,2,2,"R_247z42zLHXQ8tHT",50,1,9,3,3,4,1,3,1,1,3,2,1,2,1,1,1,1,2,3,2,1,1,3,4,5,2,"Politica",4,12,5,1,1,2,1,17,12,2,1,2,2,2,"1","Goiânia","74210050",2,5
"professor","corruption","novice","left","Nicolas Duarte","white","male",3,4,3,3,3,"R_24AXQ3qXl1ANKBF",10,2,24,2,4,4,1,4,1,1,4,2,2,3,4,3,4,2,1,1,5,1,1,2,3,5,4,"Educação ",4,4,6,NA,7,2,1,17,8,2,2,1,2,6,"1","Ascurra","89138000",2,5
"doctor","jobs","politician","right","Cecilia Machado","white","female",3,4,3,3,3,"R_24BO9H3ljYO6JTd",40,1,7,7,4,4,2,4,3,2,4,2,2,3,1,2,2,1,1,2,1,1,1,2,3,4,5,"Educação",2,12,2,5,7,3,1,1,1,1,2,1,1,2,"4","ceilandia","72255307",2,5
"captain","jobs","novice","left","Cecilia Machado","white","female",3,4,5,5,4,"R_24dz0r598oaAIoP",45,1,25,7,5,5,1,3,3,3,5,5,5,5,5,5,1,1,1,1,1,1,1,2,3,4,5,"Impunidade pir parte do judiciário ",3,2,6,6,7,3,1,17,12,1,2,1,2,11,"1","Tremembé ","12120000",2,3
"office","jobs","novice","right","Nicolas Duarte","black","male",3,4,3,3,4,"R_24JaWCUQo22q3pd",6,2,16,3,4,4,3,2,4,2,4,4,4,3,4,3,3,3,1,2,3,1,NA,NA,NA,NA,NA,"",4,3,4,3,7,3,10,17,12,1,2,1,2,4,"1","Londrina","86055660",2,6
"police","corruption","novice","left","Bernardo Teixeira","white","male",3,2,3,3,3,"R_24xiqSPB2jT6sKu",6,2,5,7,4,4,2,4,2,1,4,5,1,2,2,2,1,1,1,2,1,1,1,2,3,4,5,"Preços abusivos",2,2,2,6,7,2,2,1,1,NA,2,NA,NA,2,"1","Brumado","46100000",2,3
"captain","corruption","politician","right","Nicolas Duarte","black","male",3,3,3,2,2,"R_25ABJK4FVOUQQ8U",38,2,12,7,2,2,2,2,2,2,3,2,2,3,2,2,1,1,1,1,1,1,3,2,4,5,1,"",3,6,NA,NA,NA,3,10,3,12,1,1,2,NA,2,"4","Campo Grande","79000100",2,5
"office","jobs","novice","right","Hector Amaral","pardo","male",3,2,2,2,2,"R_25BzWl9qLkT02ab",12,2,13,3,1,2,3,3,2,2,4,5,5,5,4,4,2,1,1,2,2,1,3,1,2,5,4,"",2,2,6,4,7,3,1,17,12,NA,2,1,NA,2,"4","IGARAPÉ","32900000",2,5
"police","corruption","novice","left","Cecilia Machado","black","female",3,2,3,2,2,"R_25GgJsrxcN2n3tr",3,2,15,5,2,2,4,4,2,5,2,1,3,4,2,1,1,2,2,3,3,1,4,3,5,1,2,"Desmatamentos e queimadas ",4,3,0,5,7,3,2,4,1,NA,NA,2,NA,1,"4","João Pessoa ","58057275",2,4
"pastor","corruption","politician","right","Bernardo Teixeira","black","male",3,3,3,3,3,"R_25RSGdP2rRKKTQy",17,2,16,7,4,4,1,3,3,3,4,2,3,3,2,2,1,1,1,2,2,1,3,1,5,2,4,"Educação",4,12,NA,6,7,2,10,5,12,1,1,2,1,6,"1","Curitiba","",2,6
"pastor","generic","novice","right","Bernardo Teixeira","white","male",3,3,2,3,4,"R_25YCvIqvzRWDrNe",5,2,6,7,3,4,4,3,4,4,3,4,4,5,3,4,2,3,4,3,4,4,NA,NA,NA,NA,NA,"Nao",2,11,3,5,3,1,10,3,6,1,2,1,1,4,"1","Camocim","62400000",1,3
"captain","generic","politician","right","Olívia Mendes","black","female",3,4,3,3,3,"R_262NpVBcFmLOFOQ",32,1,12,3,5,5,1,5,4,4,5,4,4,4,4,4,5,5,5,5,5,1,2,4,5,1,3,"preconceito ",2,12,1,1,6,1,2,9,1,NA,NA,2,NA,2,"4","Mato Grosso do Sul ","79400-000",2,3
"doctor","corruption","politician","left","Isabella Nunes","white","female",3,2,2,2,2,"R_264nFDe7IpZGjnT",5,1,11,3,4,4,1,1,1,1,4,4,3,2,3,4,1,1,1,2,2,2,NA,NA,NA,NA,NA,"Corrupção e interesses próprios",4,NA,6,6,7,2,1,6,7,NA,2,1,NA,2,"1","","",2,4
"police","generic","novice","right","Isabella Nunes","pardo","female",3,4,4,5,3,"R_26a1vwLWFmjyzWV",37,1,24,2,4,4,1,4,2,2,NA,2,4,5,4,4,1,1,1,2,2,2,2,3,4,1,5,"",5,3,4,2,7,3,1,16,12,1,2,1,2,4,"1","Joinville","89232330",2,5
"office","generic","novice","right","Isabella Nunes","white","female",3,5,4,4,4,"R_26bdXQdZfZQcCz8",23,1,19,3,3,2,1,4,4,2,3,2,2,1,2,3,1,5,4,3,1,1,1,5,4,2,3,"",4,4,4,NA,7,3,3,3,9,1,1,2,1,7,"3","RIO DE JANEIRO","20740580",2,5
"office","jobs","politician","left","Cecilia Machado","black","female",3,3,3,3,3,"R_26k9MqgRvC1HXKF",14,1,25,7,3,2,1,3,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,5,4,3,"",2,8,0,2,7,1,5,4,1,1,2,1,2,2,"1","Santo André","09090-480",2,3
"doctor","jobs","novice","right","Cecilia Machado","black","female",3,1,1,1,2,"R_26t7b4OWhsQwJnH",31,2,10,7,3,3,2,4,2,2,3,2,2,1,3,3,1,1,1,4,1,1,1,2,3,4,5,"Não",3,3,3,6,1,2,9,17,12,1,2,1,2,2,"4","São Luís","65050630",2,5
"professor","corruption","politician","right","Nicolas Duarte","pardo","male",3,3,4,3,3,"R_26xArIoGIJ1F64V",19,1,6,1,3,4,5,2,1,1,4,1,4,5,5,4,2,2,1,2,2,2,1,2,3,5,4,"Imposto autismo que pagamos",3,9,3,5,6,1,1,11,12,1,NA,2,2,1,"4","Barbalha","63180000",2,2
"police","corruption","novice","right","Olívia Mendes","pardo","female",3,5,4,4,4,"R_27BQB04A9zflOdF",4,1,16,7,4,4,4,5,5,5,4,4,4,5,4,5,2,2,2,3,4,4,5,1,2,4,3,"Caráter",5,1,0,1,1,2,2,11,3,1,2,1,2,4,"1","Guarapuava","",2,2
"police","generic","politician","right","Isabella Nunes","pardo","female",3,3,3,3,3,"R_27DtocakHkPL0tE",21,2,21,2,3,3,3,3,3,3,3,2,2,3,3,2,1,1,1,1,3,1,3,1,2,5,4,"",4,1,0,6,7,3,2,1,1,NA,NA,NA,2,2,"1","Carazinho","99500000",2,5
"doctor","generic","novice","right","Hector Amaral","black","male",3,3,1,1,1,"R_27IkLQOJGhv3r1U",17,2,19,2,3,3,1,2,1,1,3,1,1,1,1,1,1,2,1,3,5,2,2,3,4,1,5,"Fome",3,NA,3,4,4,2,1,11,12,2,2,1,2,1,"4","Maricá","24931140",2,3
"doctor","corruption","novice","left","Bernardo Teixeira","white","male",3,1,1,1,1,"R_27JZiE3fjSMmh9L",28,1,9,3,4,4,1,1,1,1,4,4,4,1,1,4,NA,1,1,2,1,1,4,1,2,5,3,"Educação ",1,4,2,2,6,3,1,3,6,2,1,NA,2,2,"4","Aguas lindas de goias","72910271",2,3
"office","corruption","politician","left","Hector Amaral","pardo","male",3,1,1,1,1,"R_27matkkBqIiOPwD",25,1,7,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,5,1,4,2,3,"Racismo",2,4,1,7,7,2,2,1,1,1,2,1,1,2,"4","Brasília","72152-110",2,4
"pastor","generic","politician","left","Hector Amaral","black","male",3,3,1,1,1,"R_27s1txpOH53qk44",33,2,16,2,3,4,1,1,3,1,3,1,1,3,3,1,2,1,1,2,5,2,2,1,3,5,4,"Educação ",5,3,6,7,7,2,1,17,12,NA,2,NA,NA,2,"3","Jacarezinho ","86400-000 ",2,5
"doctor","corruption","politician","right","Cecilia Machado","white","female",3,3,2,3,3,"R_27TCWNct1W97LaC",46,1,25,5,4,4,2,5,4,4,5,4,4,4,4,3,1,1,1,1,2,1,4,3,5,2,1,"Meio ambiente",4,3,4,3,7,3,4,4,2,1,NA,NA,2,2,"1","São Paulo","3113060",2,5
"office","generic","novice","left","Hector Amaral","white","male",3,4,2,2,2,"R_27vQUiPRwgWWiPI",54,1,19,2,4,4,2,4,2,3,5,4,3,2,1,1,3,4,1,3,3,1,1,2,4,5,3,"Educação",2,4,6,3,7,3,1,5,7,1,2,1,2,2,"1","Rio de Janeiro","23045190",2,2
"professor","corruption","novice","left","Bernardo Teixeira","black","male",3,4,3,3,3,"R_27xQVhuRHpMq9f0",4,2,25,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,3,5,3,4,2,1,"Fome",4,11,1,6,7,3,2,16,10,1,2,1,1,2,"1","Osasco","6142290",2,4
"professor","jobs","politician","right","Nicolas Duarte","pardo","male",3,2,2,3,3,"R_28OE46c5KIerxaP",49,2,21,3,3,1,1,1,1,1,1,2,1,1,1,1,5,5,1,5,4,1,1,3,2,4,5,"",4,6,6,NA,NA,3,1,1,12,NA,NA,1,2,2,"1","Porto aegre","91910001",2,5
"office","generic","novice","right","Nicolas Duarte","pardo","male",3,1,2,2,2,"R_28OQVJJXlE6lh8n",39,2,25,5,4,4,2,2,1,1,4,4,4,1,2,4,1,1,1,2,1,1,3,2,1,5,4,"",1,7,6,1,7,3,1,4,12,1,NA,1,1,2,"1","São Paulo","5410001",2,5
"captain","jobs","politician","left","Bernardo Teixeira","white","male",3,3,3,3,2,"R_28zXahSQUGvZnbm",48,2,5,7,5,4,3,3,2,3,5,3,3,4,4,3,1,2,1,1,2,1,2,3,1,5,4,"Respeito com os idosos nós transportes público",2,11,6,4,7,2,6,11,12,1,2,1,1,4,"1","Lauro de Freitas","42740080",2,3
"office","jobs","politician","right","Isabella Nunes","pardo","female",3,2,2,2,2,"R_290KnODNx3I5iJW",6,1,9,3,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,5,2,3,4,1,"",4,3,4,4,7,2,1,10,6,NA,2,NA,NA,2,"4","goiania","74215-060",2,5
"pastor","corruption","novice","left","Hector Amaral","white","male",3,3,3,3,3,"R_2916Is15WDoQ0Df",43,2,22,3,4,5,2,4,4,4,5,2,2,4,5,3,1,2,1,2,5,1,5,4,3,1,2,"Não ",4,11,6,7,7,3,11,17,12,1,2,1,1,1,"4","Presidente Médici ","76916000",2,5
"pastor","generic","novice","left","Hector Amaral","white","male",3,1,1,1,1,"R_29cu1Ed6ViRLN2D",25,1,21,3,5,4,4,4,4,4,3,2,2,3,4,4,2,1,1,1,3,1,3,4,5,1,2,"",3,12,1,3,7,2,2,7,12,1,1,1,1,2,"1","vila nova do sul","97385000",2,5
"professor","generic","politician","left","Bernardo Teixeira","black","male",3,3,1,1,2,"R_29msNJzgN4xux2S",30,1,13,3,4,4,2,5,2,1,5,2,4,1,NA,NA,2,3,2,3,5,2,1,3,2,5,4,"Educação",2,10,6,3,7,3,1,1,7,1,2,1,1,1,"4","Uberlândia","38425381",2,5
"office","corruption","politician","left","Olívia Mendes","white","female",3,3,3,3,3,"R_29nU0z2ge0t6AVA",48,2,25,7,3,NA,3,3,3,3,3,3,3,3,3,3,1,5,1,2,5,1,1,2,3,4,5,"",3,NA,3,4,4,2,9,7,12,1,NA,NA,NA,6,"3","campinas","",2,2
"police","jobs","novice","left","Bernardo Teixeira","white","male",3,4,4,4,2,"R_29oGCvzmvX73WTA",47,2,25,5,5,5,1,1,2,2,5,2,2,4,1,1,3,5,3,1,4,2,5,2,3,4,1,"Educação ",4,4,6,1,5,3,1,4,9,1,NA,NA,NA,7,"1","São Paulo SP ","",2,5
"police","corruption","novice","right","Cecilia Machado","pardo","female",3,2,2,1,1,"R_29s8iak8C3AyiGV",4,2,25,7,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,2,1,1,1,2,3,4,5,"sim",2,3,3,2,1,1,2,3,12,1,NA,2,NA,7,"1","são paulo","03580-020 ",2,3
"professor","generic","novice","right","Bernardo Teixeira","white","male",3,5,3,3,4,"R_2a8mTLAVzJquvR0",2,1,25,3,4,3,4,3,2,1,5,2,3,1,1,2,1,3,2,2,5,2,5,4,3,1,2,"Egoísmo ",2,2,3,4,1,2,2,3,1,2,NA,1,NA,2,"4","araçatuba","16078-273",2,3
"police","generic","politician","right","Isabella Nunes","white","female",3,5,5,5,3,"R_2aCTzaENNKlisYZ",4,2,21,3,5,5,3,3,2,4,5,4,4,5,3,2,1,4,4,1,4,1,3,1,2,5,4,"",3,4,4,3,7,3,1,7,12,NA,NA,2,NA,2,"1","Espumoso","99400000",1,3
"professor","jobs","novice","right","Olívia Mendes","white","female",3,3,2,1,2,"R_2aDXnwUfxHbKjuf",11,2,17,7,2,2,4,2,2,1,4,2,2,1,1,1,2,4,1,1,2,1,3,1,4,5,2,"Educação",2,8,NA,NA,5,3,3,4,12,NA,2,NA,NA,4,"4","Recife","50660180",2,3
"pastor","jobs","novice","left","Isabella Nunes","pardo","female",3,3,2,2,2,"R_2af6go6QwQG2ktr",41,1,25,3,5,5,1,4,2,2,5,5,5,3,4,4,5,5,5,1,1,1,2,3,1,5,4,"Combate a fome",1,12,6,3,7,2,1,4,12,1,1,1,2,1,"1","Itapeva, sp","18400690",2,4
"police","corruption","novice","right","Bernardo Teixeira","black","male",3,4,3,3,3,"R_2AFkFfwckD9KYJ8",39,2,5,7,2,1,1,2,1,2,2,1,2,3,3,2,1,1,1,1,1,1,3,1,2,5,4,"Educação ",1,1,NA,5,7,2,4,17,12,2,2,1,1,1,"1","Porto Seguro ","45810-000 ",1,3
"office","corruption","novice","left","Cecilia Machado","black","female",3,4,2,3,3,"R_2afRcxlekp7hjXr",12,1,21,3,3,3,3,3,3,3,2,2,2,4,3,2,1,2,2,1,2,4,4,5,3,1,2,"polarização politica",4,4,1,5,7,3,3,1,12,2,2,2,1,1,"1","Cachoeirinha","94910170",2,5
"office","corruption","novice","left","Cecilia Machado","pardo","female",3,3,3,2,3,"R_2aFWuwebnyaremS",13,1,11,5,4,4,1,4,3,3,3,3,3,4,4,3,2,2,2,3,3,1,1,2,3,5,4,"",2,NA,NA,5,7,2,5,17,13,1,2,2,1,6,"1","Lucas do rio verde","78455000",1,5
"pastor","generic","politician","right","Hector Amaral","pardo","male",3,2,2,2,3,"R_2aIw4z19dPspReY",22,2,21,2,4,4,1,4,3,1,4,2,2,4,4,3,1,1,1,3,4,1,3,1,4,5,2,"Não",5,11,4,6,7,2,1,2,12,NA,2,1,2,2,"1","Itati","95538000",1,3
"doctor","generic","politician","left","Olívia Mendes","black","female",3,3,2,2,2,"R_2aKXbtaPo6NmoX2",49,1,4,1,4,2,5,5,3,2,5,5,4,3,3,3,1,1,1,2,1,1,1,2,3,5,4,"Educação",5,2,2,5,4,1,2,17,1,NA,2,NA,1,2,"2","Manaus","69065192",2,4
"pastor","generic","novice","right","Nicolas Duarte","pardo","male",3,2,5,1,5,"R_2aKYiCsUlpwVLmO",49,2,5,7,5,5,1,4,1,1,5,4,4,4,4,3,1,1,1,2,3,1,NA,NA,NA,NA,NA,"educacao",1,12,6,2,7,3,1,5,12,1,NA,1,NA,6,"4","prado","45980000",2,5
"pastor","generic","novice","left","Hector Amaral","white","male",3,5,1,1,1,"R_2ALI9oKAHJCEk7T",7,2,14,7,3,3,3,3,3,3,3,4,4,1,1,4,2,1,1,5,2,4,NA,NA,NA,NA,NA,"Desemprego",1,4,5,3,6,2,11,17,2,1,2,1,2,2,"6","São Geraldo do Araguaia Pará ","68570000",2,3
"professor","generic","politician","left","Cecilia Machado","black","female",3,2,1,1,1,"R_2ALsk2hwMwyng8a",7,1,9,3,5,5,3,5,2,2,4,2,3,3,2,2,1,1,1,3,5,1,4,1,5,3,2,"",2,3,NA,7,7,2,1,5,12,1,2,1,1,2,"1","Goiania","74820240",2,5
"captain","generic","politician","right","Nicolas Duarte","white","male",3,2,2,2,2,"R_2AM5B1AyjLaaD9b",10,2,25,5,4,4,3,4,4,3,4,4,3,3,4,3,3,4,2,3,3,1,3,1,4,2,5,"",3,1,2,4,6,3,2,17,12,2,1,1,1,2,"1","valinhos","13275410",2,5
"professor","jobs","novice","left","Nicolas Duarte","pardo","male",3,3,3,3,3,"R_2anKfSmDa5qpxvi",47,2,12,5,5,5,2,4,3,2,5,5,5,4,4,4,5,2,2,4,4,1,NA,NA,NA,NA,NA,"",4,5,4,5,7,3,4,4,2,2,1,2,NA,2,"1","campo grande","79041340",2,5
"pastor","generic","novice","left","Bernardo Teixeira","white","male",3,2,1,2,2,"R_2aPHk2s71SizU8J",31,2,19,1,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,2,3,1,2,3,4,5,1,"",3,NA,5,5,6,3,10,4,12,2,NA,NA,2,6,"1","Rio de janeiro","23050170",2,5
"doctor","jobs","politician","right","Nicolas Duarte","white","male",3,2,2,1,1,"R_2arERvaiptOPWBN",46,1,14,1,5,NA,NA,NA,5,NA,NA,1,2,3,3,3,1,2,1,3,1,3,1,2,3,4,5,"Não  sei responder",5,11,NA,6,6,2,10,17,2,1,2,1,2,2,"4","Salinopolis","68721000",2,3
"office","corruption","novice","left","Hector Amaral","pardo","male",3,1,3,3,2,"R_2atwVQZwjzpfviN",17,2,24,2,4,4,2,4,1,2,3,3,3,2,3,2,1,1,1,3,4,3,3,2,4,5,1,"",2,3,3,4,4,1,9,11,1,1,2,1,1,2,"4","Ilhota","88320000",1,3
"police","corruption","novice","right","Olívia Mendes","pardo","female",3,4,3,2,2,"R_2azwEhhgsNKv9SL",29,2,7,7,4,4,1,2,3,1,5,4,NA,4,3,1,1,1,1,1,3,1,1,3,2,4,5,"",3,8,6,3,7,2,1,8,12,1,2,1,2,4,"4","Brasilia","72415000",2,3
"captain","jobs","politician","right","Nicolas Duarte","black","male",3,1,1,2,2,"R_2bHn39OG9Y06eLl",11,1,19,1,2,2,2,2,1,2,2,4,2,1,1,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,"Nao",2,3,1,2,7,3,8,4,2,NA,2,1,NA,11,"4","Rio de Janeiro","21381030",2,3
"captain","corruption","politician","right","Cecilia Machado","pardo","female",3,4,4,3,4,"R_2bKpTLwubWnPrz1",7,2,26,2,4,4,4,4,2,4,4,2,2,2,2,2,2,1,2,2,2,1,5,3,4,2,1,"",4,4,0,1,7,3,2,11,1,2,1,NA,NA,2,"4","Aracaju","",2,5
"pastor","generic","politician","left","Nicolas Duarte","white","male",3,1,2,2,2,"R_2BkvLagiWg33Q0p",29,1,13,1,4,4,2,4,3,2,4,2,2,1,1,2,1,1,1,1,1,1,1,3,5,2,4,"Não lembro",4,2,1,1,7,3,2,11,12,2,1,2,1,2,"4","Juiz de Fora","36025001",2,3
"pastor","corruption","novice","right","Nicolas Duarte","pardo","male",3,3,3,2,3,"R_2bNqBhNwyKeJZw9",13,2,19,3,4,3,2,3,4,3,5,4,3,1,1,1,1,1,1,3,5,2,2,3,4,5,1,"",3,2,NA,5,NA,3,1,17,12,1,2,1,2,4,"4","Macaé","27966072",2,3
"office","generic","novice","left","Bernardo Teixeira","black","male",3,4,2,2,2,"R_2bNyGobtM1zFib5",43,2,14,1,4,4,2,4,4,4,4,2,4,4,4,3,1,1,1,1,4,1,4,3,5,2,1,"Educação",4,12,2,5,5,3,2,1,12,1,2,1,1,2,"4","Belém","66030320",2,3
"office","corruption","novice","right","Hector Amaral","pardo","male",3,1,1,1,1,"R_2BrhH3es1GkE84M",7,1,25,3,3,1,3,3,2,2,1,1,1,1,4,1,1,1,2,1,2,1,5,4,3,1,2,"",2,8,1,5,7,3,3,4,10,1,2,2,2,4,"1","Santos","11030530",2,6
"doctor","jobs","politician","right","Isabella Nunes","black","female",3,NA,1,2,2,"R_2bT9LiTCEsLZtuw",12,2,7,7,5,5,4,4,3,4,5,4,4,4,4,2,1,1,1,1,3,2,5,2,1,4,3,"",3,1,1,3,2,1,11,11,1,1,2,1,2,1,"4","Brasília ","71572100",1,3
"doctor","generic","politician","left","Cecilia Machado","black","female",3,5,1,2,5,"R_2BxLhPASYfb62Oo",7,1,10,3,3,2,1,5,5,3,4,3,3,3,2,1,2,1,1,2,1,3,1,3,2,4,5,"",5,8,6,7,7,3,1,13,12,1,2,1,2,4,"1","São luis","65071383",2,5
"professor","jobs","novice","right","Hector Amaral","pardo","male",3,5,3,4,5,"R_2BxseAfODwNEuvF",18,1,12,3,2,2,1,4,5,1,1,4,4,3,3,3,3,3,4,3,3,3,1,2,3,4,5,"Preconceito",5,2,0,5,7,3,2,3,1,1,1,1,2,2,"1","Campo grande","79070150",2,6
"police","generic","novice","left","Cecilia Machado","black","female",3,3,3,3,3,"R_2CDlFIzNenaTrdp",37,1,25,7,4,4,3,3,3,3,4,3,2,3,2,3,1,1,1,1,1,1,1,4,5,2,3,"educação",2,3,3,4,4,2,10,17,12,1,2,1,2,4,"1","São Paulo","8121300",2,3
